"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","未然形","未然ウ接続","連用形","連用タ接続","仮定形","命令ｅ","仮定縮約１","未然特殊","体言接続特殊","体言接続特殊２","命令ｙｏ","命令ｒｏ","文語基本形","未然レル接続","命令ｉ","体言接続","未然ヌ接続","現代基本形"
"自立","*","*","五段・サ行","泣き明かす","ナキアカス,ナキアカサ,ナキアカソ,ナキアカシ,ナキアカセ,ナキアカセ,ナキアカシャ","泣き明かす","泣き明かさ","泣き明かそ","泣き明かし","","泣き明かせ","泣き明かせ","泣き明かしゃ","","","","","","","","","","",""
"自立","*","*","一段","産み付ける","ウミツケル,ウミツケ,ウミツケヨ,ウミツケ,ウミツケレ,ウミツケヨ,ウミツケロ,ウミツケリャ,ウミツケン","産み付ける","産み付け","産み付けよ","産み付け","","産み付けれ","","産み付けりゃ","","産み付けん","","産み付けよ","産み付けろ","","","","","",""
"自立","*","*","五段・ワ行促音便","釣り合う","ツリアウ,ツリアワ,ツリアオ,ツリアイ,ツリアッ,ツリアエ,ツリアエ","釣り合う","釣り合わ","釣り合お","釣り合い","釣り合っ","釣り合え","釣り合え","","","","","","","","","","","",""
"自立","*","*","一段","枝垂れる","シダレル,シダレ,シダレヨ,シダレ,シダレレ,シダレヨ,シダレロ,シダレリャ,シダレン","枝垂れる","枝垂れ","枝垂れよ","枝垂れ","","枝垂れれ","","枝垂れりゃ","","枝垂れん","","枝垂れよ","枝垂れろ","","","","","",""
"自立","*","*","一段","なかせる","ナカセル,ナカセ,ナカセヨ,ナカセ,ナカセレ,ナカセヨ,ナカセロ,ナカセリャ,ナカセン","なかせる","なかせ","なかせよ","なかせ","","なかせれ","","なかせりゃ","","なかせん","","なかせよ","なかせろ","","","","","",""
"自立","*","*","一段","めしよせる","メシヨセル,メシヨセ,メシヨセヨ,メシヨセ,メシヨセレ,メシヨセヨ,メシヨセロ,メシヨセリャ,メシヨセン","めしよせる","めしよせ","めしよせよ","めしよせ","","めしよせれ","","めしよせりゃ","","めしよせん","","めしよせよ","めしよせろ","","","","","",""
"自立","*","*","サ変・－スル","宣する","センスル,センス,センシ,センシヨ,センショ,センセ,センスレ,センセヨ,センシロ,センスリャ","宣する","宣し","宣しょ","","","宣すれ","","宣すりゃ","","","","宣せよ","宣しろ","宣す","宣せ","","","",""
"自立","*","*","五段・ラ行","とびかかる","トビカカル,トビカカラ,トビカカン,トビカカロ,トビカカリ,トビカカッ,トビカカレ,トビカカレ,トビカカリャ,トビカカン,トビカカ","とびかかる","とびかから","とびかかろ","とびかかり","とびかかっ","とびかかれ","とびかかれ","とびかかりゃ","とびかかん","とびかかん","とびかか","","","","","","","",""
"自立","*","*","五段・サ行","奮い起す","フルイオコス,フルイオコサ,フルイオコソ,フルイオコシ,フルイオコセ,フルイオコセ,フルイオコシャ","奮い起す","奮い起さ","奮い起そ","奮い起し","","奮い起せ","奮い起せ","奮い起しゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","思い上がる","オモイアガル,オモイアガラ,オモイアガン,オモイアガロ,オモイアガリ,オモイアガッ,オモイアガレ,オモイアガレ,オモイアガリャ,オモイアガン,オモイアガ","思い上がる","思い上がら","思い上がろ","思い上がり","思い上がっ","思い上がれ","思い上がれ","思い上がりゃ","思い上がん","思い上がん","思い上が","","","","","","","",""
"自立","*","*","五段・ラ行","さずかる","サズカル,サズカラ,サズカン,サズカロ,サズカリ,サズカッ,サズカレ,サズカレ,サズカリャ,サズカン,サズカ","さずかる","さずから","さずかろ","さずかり","さずかっ","さずかれ","さずかれ","さずかりゃ","さずかん","さずかん","さずか","","","","","","","",""
"自立","*","*","五段・サ行","いれなおす","イレナオス,イレナオサ,イレナオソ,イレナオシ,イレナオセ,イレナオセ,イレナオシャ","いれなおす","いれなおさ","いれなおそ","いれなおし","","いれなおせ","いれなおせ","いれなおしゃ","","","","","","","","","","",""
"自立","*","*","五段・カ行イ音便","やぶく","ヤブク,ヤブカ,ヤブコ,ヤブキ,ヤブイ,ヤブケ,ヤブケ,ヤブキャ","やぶく","やぶか","やぶこ","やぶき","やぶい","やぶけ","やぶけ","やぶきゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","さがす","サガス,サガサ,サガソ,サガシ,サガセ,サガセ,サガシャ","さがす","さがさ","さがそ","さがし","","さがせ","さがせ","さがしゃ","","","","","","","","","","",""
"自立","*","*","一段","つみかさねる","ツミカサネル,ツミカサネ,ツミカサネヨ,ツミカサネ,ツミカサネレ,ツミカサネヨ,ツミカサネロ,ツミカサネリャ,ツミカサネン","つみかさねる","つみかさね","つみかさねよ","つみかさね","","つみかさねれ","","つみかさねりゃ","","つみかさねん","","つみかさねよ","つみかさねろ","","","","","",""
"自立","*","*","五段・サ行","おもいなおす","オモイナオス,オモイナオサ,オモイナオソ,オモイナオシ,オモイナオセ,オモイナオセ,オモイナオシャ","おもいなおす","おもいなおさ","おもいなおそ","おもいなおし","","おもいなおせ","おもいなおせ","おもいなおしゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","慣す","ナラス,ナラサ,ナラソ,ナラシ,ナラセ,ナラセ,ナラシャ","慣す","慣さ","慣そ","慣し","","慣せ","慣せ","慣しゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","澄ます","スマス,スマサ,スマソ,スマシ,スマセ,スマセ,スマシャ","澄ます","澄まさ","澄まそ","澄まし","","澄ませ","澄ませ","澄ましゃ","","","","","","","","","","",""
"自立","*","*","五段・ワ行促音便","占う","ウラナウ,ウラナワ,ウラナオ,ウラナイ,ウラナッ,ウラナエ,ウラナエ","占う","占わ","占お","占い","占っ","占え","占え","","","","","","","","","","","",""
"自立","*","*","一段","心得える","ココロエル,ココロエ,ココロエヨ,ココロエ,ココロエレ,ココロエヨ,ココロエロ,ココロエリャ,ココロエン","心得える","心得え","心得えよ","心得え","","心得えれ","","心得えりゃ","","心得えん","","心得えよ","心得えろ","","","","","",""
"自立","*","*","五段・ラ行","きばる","キバル,キバラ,キバン,キバロ,キバリ,キバッ,キバレ,キバレ,キバリャ,キバン,キバ","きばる","きばら","きばろ","きばり","きばっ","きばれ","きばれ","きばりゃ","きばん","きばん","きば","","","","","","","",""
"自立","*","*","五段・サ行","ぬいあわす","ヌイアワス,ヌイアワサ,ヌイアワソ,ヌイアワシ,ヌイアワセ,ヌイアワセ,ヌイアワシャ","ぬいあわす","ぬいあわさ","ぬいあわそ","ぬいあわし","","ぬいあわせ","ぬいあわせ","ぬいあわしゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","飛び出す","トビダス,トビダサ,トビダソ,トビダシ,トビダセ,トビダセ,トビダシャ","飛び出す","飛び出さ","飛び出そ","飛び出し","","飛び出せ","飛び出せ","飛び出しゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","絵取る","エドル,エドラ,エドン,エドロ,エドリ,エドッ,エドレ,エドレ,エドリャ,エドン,エド","絵取る","絵取ら","絵取ろ","絵取り","絵取っ","絵取れ","絵取れ","絵取りゃ","絵取ん","絵取ん","絵取","","","","","","","",""
"自立","*","*","五段・タ行","打ち勝つ","ウチカツ,ウチカタ,ウチカト,ウチカチ,ウチカッ,ウチカテ,ウチカテ,ウチカチャ","打ち勝つ","打ち勝た","打ち勝と","打ち勝ち","打ち勝っ","打ち勝て","打ち勝て","打ち勝ちゃ","","","","","","","","","","",""
"自立","*","*","五段・タ行","節榑立つ","フシクレダツ,フシクレダタ,フシクレダト,フシクレダチ,フシクレダッ,フシクレダテ,フシクレダテ,フシクレダチャ","節榑立つ","節榑立た","節榑立と","節榑立ち","節榑立っ","節榑立て","節榑立て","節榑立ちゃ","","","","","","","","","","",""
"自立","*","*","サ変・－スル","私する","ワタクシスル,ワタクシス,ワタクシシ,ワタクシシヨ,ワタクシショ,ワタクシセ,ワタクシスレ,ワタクシセヨ,ワタクシシロ,ワタクシスリャ","私する","私し","私しょ","","","私すれ","","私すりゃ","","","","私せよ","私しろ","私す","私せ","","","",""
"自立","*","*","一段","取り違える","トリチガエル,トリチガエ,トリチガエヨ,トリチガエ,トリチガエレ,トリチガエヨ,トリチガエロ,トリチガエリャ,トリチガエン","取り違える","取り違え","取り違えよ","取り違え","","取り違えれ","","取り違えりゃ","","取り違えん","","取り違えよ","取り違えろ","","","","","",""
"自立","*","*","五段・サ行","おひゃらかす","オヒャラカス,オヒャラカサ,オヒャラカソ,オヒャラカシ,オヒャラカセ,オヒャラカセ,オヒャラカシャ","おひゃらかす","おひゃらかさ","おひゃらかそ","おひゃらかし","","おひゃらかせ","おひゃらかせ","おひゃらかしゃ","","","","","","","","","","",""
"自立","*","*","五段・タ行","むちうつ","ムチウツ,ムチウタ,ムチウト,ムチウチ,ムチウッ,ムチウテ,ムチウテ,ムチウチャ","むちうつ","むちうた","むちうと","むちうち","むちうっ","むちうて","むちうて","むちうちゃ","","","","","","","","","","",""
"自立","*","*","一段","落延びる","オチノビル,オチノビ,オチノビヨ,オチノビ,オチノビレ,オチノビヨ,オチノビロ,オチノビリャ,オチノビン","落延びる","落延び","落延びよ","落延び","","落延びれ","","落延びりゃ","","落延びん","","落延びよ","落延びろ","","","","","",""
"自立","*","*","一段","枯れる","カレル,カレ,カレヨ,カレ,カレレ,カレヨ,カレロ,カレリャ,カレン","枯れる","枯れ","枯れよ","枯れ","","枯れれ","","枯れりゃ","","枯れん","","枯れよ","枯れろ","","","","","",""
"自立","*","*","一段","つまだてる","ツマダテル,ツマダテ,ツマダテヨ,ツマダテ,ツマダテレ,ツマダテヨ,ツマダテロ,ツマダテリャ,ツマダテン","つまだてる","つまだて","つまだてよ","つまだて","","つまだてれ","","つまだてりゃ","","つまだてん","","つまだてよ","つまだてろ","","","","","",""
"自立","*","*","五段・ラ行","おちょくる","オチョクル,オチョクラ,オチョクン,オチョクロ,オチョクリ,オチョクッ,オチョクレ,オチョクレ,オチョクリャ,オチョクン,オチョク","おちょくる","おちょくら","おちょくろ","おちょくり","おちょくっ","おちょくれ","おちょくれ","おちょくりゃ","おちょくん","おちょくん","おちょく","","","","","","","",""
"自立","*","*","五段・サ行","取りこぼす","トリコボス,トリコボサ,トリコボソ,トリコボシ,トリコボセ,トリコボセ,トリコボシャ","取りこぼす","取りこぼさ","取りこぼそ","取りこぼし","","取りこぼせ","取りこぼせ","取りこぼしゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","揺らす","ユラス,ユラサ,ユラソ,ユラシ,ユラセ,ユラセ,ユラシャ","揺らす","揺らさ","揺らそ","揺らし","","揺らせ","揺らせ","揺らしゃ","","","","","","","","","","",""
"自立","*","*","五段・マ行","払いこむ","ハライコム,ハライコマ,ハライコモ,ハライコミ,ハライコン,ハライコメ,ハライコメ,ハライコミャ","払いこむ","払いこま","払いこも","払いこみ","払いこん","払いこめ","払いこめ","払いこみゃ","","","","","","","","","","",""
"自立","*","*","一段","取り極める","トリキメル,トリキメ,トリキメヨ,トリキメ,トリキメレ,トリキメヨ,トリキメロ,トリキメリャ,トリキメン","取り極める","取り極め","取り極めよ","取り極め","","取り極めれ","","取り極めりゃ","","取り極めん","","取り極めよ","取り極めろ","","","","","",""
"自立","*","*","一段","吹き上げる","フキアゲル,フキアゲ,フキアゲヨ,フキアゲ,フキアゲレ,フキアゲヨ,フキアゲロ,フキアゲリャ,フキアゲン","吹き上げる","吹き上げ","吹き上げよ","吹き上げ","","吹き上げれ","","吹き上げりゃ","","吹き上げん","","吹き上げよ","吹き上げろ","","","","","",""
